Id,Class
342,811
343,755
344,789
345,370
346,229
347,689
348,554
349,813
350,367
351,573
352,632
353,536
354,862
355,770
356,556
357,578
358,774
359,536
360,833
361,353
362,351
363,548
364,546
365,766
366,83
367,889
368,859
369,659
370,380
371,698
372,656
373,756
374,592
375,651
376,789
377,816
378,747
379,659
380,688
381,901
382,874
383,944
384,79
385,97
386,958
387,909
388,901
389,814
390,497
391,501
392,551
393,632
394,331
395,750
396,444
397,832
398,755
399,780
400,904
401,125
402,834
403,547
404,319
405,756
406,803
407,901
408,774
409,867
410,450
411,943
412,632
413,638
414,316
415,501
416,22
417,958
418,638
419,628
420,261
421,405
422,94
423,800
424,395
425,957
426,70
427,154
428,536
429,612
430,755
431,870
432,605
433,681
434,833
435,780
436,701
437,583
438,834
439,443
440,413
441,803
442,628
443,3
444,387
445,400
446,684
447,651
448,556
449,226
450,821
451,948
452,400
453,592
454,597
455,642
456,531
457,443
458,879
459,411
460,999
461,833
462,125
463,409
464,578
465,814
466,248
467,543
468,840
469,592
470,319
471,916
472,331
473,903
474,870
475,634
476,561
477,217
478,937
479,800
480,549
481,443
482,978
483,531
484,992
485,870
486,232
487,803
488,443
489,906
490,814
491,776
492,232
493,638
494,93
495,632
496,554
497,729
498,523
499,124
500,554
501,843
502,903
503,635
504,729
505,756
506,780
507,549
508,515
509,437
510,843
511,581
512,690
513,725
514,803
515,904
516,302
517,638
518,260
519,949
520,807
521,277
522,317
523,380
524,192
525,522
526,756
527,51
528,690
529,867
530,904
531,519
532,750
533,449
534,488
535,218
536,755
537,501
538,816
539,546
540,917
541,628
542,902
543,678
544,766
545,53
546,355
547,519
548,337
549,665
550,646
551,237
552,339
553,638
554,767
555,330
556,248
557,519
558,73
559,632
560,380
561,85
562,745
563,381
564,909
565,659
566,594
567,39
568,659
569,573
570,545
571,468
572,334
573,613
574,457
575,632
576,983
577,784
578,232
579,497
580,52
581,874
582,628
583,936
584,949
585,984
586,79
587,803
588,656
589,684
590,329
591,612
592,909
593,964
594,369
595,274
596,899
597,337
598,472
599,769
600,769
601,712
602,263
603,632
604,405
605,898
606,857
607,90
608,469
609,931
610,819
611,760
612,833
613,905
614,523
615,864
616,136
617,637
618,901
619,405
620,949
621,904
622,316
623,577
624,591
625,685
626,756
627,498
628,742
629,425
630,528
631,232
632,820
633,690
634,774
635,551
636,944
637,491
638,485
639,994
640,217
641,546
642,549
643,953
644,251
645,451
646,849
647,578
648,720
649,354
650,918
651,668
652,943
653,648
654,549
655,543
656,920
657,585
658,603
659,258
660,944
661,46
662,234
663,976
664,917
665,755
666,756
667,904
668,632
669,632
670,889
671,532
672,879
673,331
674,917
675,292
676,949
677,774
678,849
679,949
680,296
681,816
682,46
683,631
684,901
685,644
686,59
687,361
688,628
689,34
690,150
691,765
692,811
693,413
694,937
695,809
696,648
697,573
698,949
699,909
700,361
701,549
702,923
703,701
704,574
705,443
706,803
707,412
708,358
709,943
710,766
711,883
712,555
713,67
714,391
715,921
716,821
717,916
718,136
719,379
720,948
721,879
722,577
723,947
724,792
725,578
726,409
727,702
728,355
729,556
730,614
731,257
732,984
733,612
734,794
735,924
736,978
737,729
738,546
739,413
740,83
741,120
742,749
743,715
744,90
745,863
746,949
747,263
748,227
749,924
750,833
751,938
752,949
753,701
754,220
755,903
756,861
757,909
758,662
759,501
760,842
761,738
762,540
763,46
764,901
765,535
766,756
767,330
768,232
769,413
770,830
771,723
772,502
773,343
774,754
775,816
776,663
777,93
778,755
779,535
780,509
781,261
782,984
783,878
784,543
785,737
786,546
787,566
788,548
789,630
790,528
791,454
792,67
793,557
794,263
795,984
796,59
797,351
798,718
799,858
800,820
801,190
802,889
803,310
804,519
805,758
806,633
807,218
808,133
809,573
810,543
811,605
812,558
813,136
814,473
815,612
816,864
817,632
818,794
819,316
820,261
821,83
822,335
823,334
824,998
825,300
826,689
827,879
828,789
829,380
830,124
831,659
832,656
833,501
834,849
835,921
836,988
837,736
838,860
839,862
840,988
841,196
842,755
843,443
844,634
845,34
846,816
847,535
848,828
849,567
850,327
851,702
852,867
853,632
854,958
855,909
856,221
857,549
858,136
859,632
860,448
861,678
862,816
863,690
864,583
865,244
866,879
867,690
868,966
869,839
870,703
871,199
872,510
873,662
874,650
875,995
876,816
877,712
878,441
879,755
880,549
881,370
882,1000
883,799
884,632
885,574
886,954
887,975
888,749
889,903
890,704
891,816
892,749
893,584
894,409
895,464
896,841
897,755
898,632
899,59
900,923
901,632
902,978
903,578
904,577
905,678
906,344
907,363
908,446
909,500
910,619
911,390
912,894
913,895
914,825
915,646
916,302
917,355
918,443
919,944
920,413
921,903
922,37
923,879
924,649
925,445
926,592
927,949
928,716
929,997
930,596
931,772
932,477
933,633
934,525
935,291
936,105
937,769
938,716
939,83
940,790
941,468
942,296
943,224
944,702
945,991
946,983
947,8
948,82
949,870
950,949
951,912
952,577
953,745
954,46
955,610
956,992
957,386
958,27
959,690
960,403
961,566
962,935
963,879
964,546
965,745
966,903
967,734
968,733
969,756
970,792
971,681
972,832
973,584
974,832
975,452
976,814
977,917
978,584
979,756
980,549
981,270
982,344
983,992
984,803
985,803
986,921
987,897
988,566
989,770
990,199
991,486
992,939
993,352
994,807
995,232
996,442
997,765
998,832
999,556
1000,562
1001,701
1002,405
1003,600
1004,288
1005,632
1006,766
1007,481
1008,124
1009,770
1010,874
1011,949
1012,827
1013,274
1014,626
1015,335
1016,519
1017,975
1018,803
1019,874
1020,124
1021,100
1022,892
1023,902
1024,663
1025,948
1026,120
1027,701
1028,716
1029,991
1030,947
1031,794
1032,895
1033,52
1034,607
1035,42
1036,914
1037,874
1038,124
1039,698
1040,978
1041,661
1042,549
1043,251
1044,34
1045,133
1046,949
1047,763
1048,814
1049,526
1050,690
1051,733
1052,769
1053,446
1054,752
1055,122
1056,690
1057,903
1058,690
1059,578
1060,494
1061,827
1062,923
1063,659
1064,949
1065,420
1066,638
1067,443
1068,195
1069,681
1070,420
1071,909
1072,557
1073,545
1074,27
1075,504
1076,308
1077,584
1078,909
1079,414
1080,405
1081,870
1082,790
1083,991
1084,745
1085,670
1086,563
1087,175
1088,725
1089,816
1090,971
1091,244
1092,774
1093,632
1094,903
1095,126
1096,808
1097,267
1098,860
1099,634
1100,352
1101,480
1102,702
1103,558
1104,952
1105,136
1106,774
1107,573
1108,575
1109,770
1110,947
1111,27
1112,756
1113,473
1114,874
1115,792
1116,678
1117,816
1118,11
1119,443
1120,233
1121,118
1122,298
1123,351
1124,999
1125,523
1126,770
1127,578
1128,553
1129,873
1130,637
1131,567
1132,596
1133,129
1134,83
1135,443
1136,600
1137,534
1138,799
1139,699
1140,576
1141,815
1142,765
1143,690
1144,745
1145,604
1146,656
1147,928
1148,869
1149,228
1150,176
1151,443
1152,872
1153,591
1154,803
1155,958
1156,501
1157,165
1158,549
1159,814
1160,200
1161,409
1162,820
1163,168
1164,536
1165,409
1166,549
1167,300
1168,976
1169,22
1170,733
1171,554
1172,716
1173,42
1174,792
1175,843
1176,949
1177,420
1178,328
1179,903
1180,103
1181,683
1182,803
1183,703
1184,755
1185,351
1186,405
1187,845
1188,926
1189,518
1190,798
1191,52
1192,553
1193,688
1194,928
1195,407
1196,668
1197,83
1198,578
1199,121
1200,663
1201,726
1202,490
1203,52
1204,434
1205,503
1206,573
1207,628
1208,349
1209,538
1210,971
1211,978
1212,728
1213,917
1214,978
1215,366
1216,867
1217,814
1218,584
1219,225
1220,34
1221,468
1222,559
1223,992
1224,443
1225,988
1226,751
1227,350
1228,35
1229,507
1230,501
1231,729
1232,756
1233,756
1234,690
1235,967
1236,820
1237,158
1238,628
1239,690
1240,557
1241,355
1242,679
1243,549
1244,355
1245,248
1246,474
1247,756
1248,365
1249,799
1250,158
1251,548
1252,662
1253,577
1254,79
1255,148
1256,329
1257,948
1258,698
1259,523
1260,949
1261,501
1262,922
1263,461
1264,985
1265,232
1266,756
1267,498
1268,827
1269,616
1270,578
1271,904
1272,690
1273,756
1274,379
1275,827
1276,690
1277,954
1278,949
1279,690
1280,721
1281,716
1282,734
1283,311
1284,502
1285,900
1286,140
1287,118
1288,431
1289,305
1290,405
1291,685
1292,310
1293,676
1294,323
1295,824
1296,578
1297,870
1298,409
1299,944
1300,874
1301,734
1302,883
1303,468
1304,858
1305,685
1306,331
1307,678
1308,990
1309,755
1310,917
1311,579
1312,120
1313,902
1314,998
1315,756
1316,750
1317,119
1318,858
1319,503
1320,905
1321,770
1322,513
1323,501
1324,330
1325,557
1326,642
1327,545
1328,59
1329,217
1330,522
1331,873
1332,170
1333,725
1334,405
1335,420
1336,867
1337,190
1338,684
1339,898
1340,792
1341,633
1342,523
1343,886
1344,385
1345,769
1346,602
1347,397
1348,561
1349,501
1350,774
1351,192
1352,601
1353,705
1354,452
1355,536
1356,237
1357,959
1358,867
1359,777
1360,605
1361,355
1362,934
1363,591
1364,473
1365,645
1366,949
1367,652
1368,706
1369,678
1370,791
1371,405
1372,521
1373,632
1374,632
1375,824
1376,549
1377,927
1378,548
1379,678
1380,832
1381,350
1382,803
1383,443
1384,862
1385,944
1386,141
1387,967
1388,733
1389,943
1390,120
1391,903
1392,729
1393,949
1394,1
1395,605
1396,520
1397,691
1398,319
1399,309
1400,879
1401,690
1402,35
1403,712
1404,659
1405,523
1406,151
1407,870
1408,755
1409,807
1410,443
1411,701
1412,561
1413,745
1414,719
1415,591
1416,930
1417,488
1418,413
1419,232
1420,903
1421,4
1422,999
1423,774
1424,671
1425,949
1426,343
1427,490
1428,774
1429,330
1430,917
1431,282
1432,835
1433,402
1434,964
1435,792
1436,756
1437,833
1438,227
1439,948
1440,43
1441,577
1442,767
1443,659
1444,632
1445,392
1446,319
1447,756
1448,519
1449,982
1450,766
1451,830
1452,582
1453,27
1454,443
1455,610
1456,990
1457,266
1458,337
1459,943
1460,678
1461,441
1462,904
1463,912
1464,803
1465,909
1466,763
1467,901
1468,230
1469,244
1470,733
1471,193
1472,302
1473,238
1474,573
1475,883
1476,628
1477,682
1478,35
1479,206
1480,632
1481,223
1482,632
1483,628
1484,527
1485,440
1486,480
1487,355
1488,52
1489,765
1490,592
1491,429
1492,330
1493,519
1494,879
1495,756
1496,678
1497,367
1498,301
1499,803
1500,413
1501,867
1502,523
1503,743
1504,705
1505,175
1506,409
1507,756
1508,554
1509,836
1510,769
1511,813
1512,628
1513,978
1514,639
1515,648
1516,769
1517,642
1518,984
1519,34
1520,120
1521,680
1522,248
1523,302
1524,573
1525,298
1526,124
1527,874
1528,350
1529,867
1530,642
1531,940
1532,605
1533,581
1534,409
1535,964
1536,219
1537,409
1538,217
1539,756
1540,628
1541,1
1542,702
1543,830
1544,693
1545,879
1546,534
1547,698
1548,803
1549,296
1550,698
1551,889
1552,785
1553,917
1554,185
1555,83
1556,646
1557,265
1558,659
1559,83
1560,427
1561,509
1562,52
1563,888
1564,923
1565,862
1566,347
1567,832
1568,251
1569,742
1570,438
1571,609
1572,780
1573,445
1574,664
1575,763
1576,551
1577,879
1578,501
1579,601
1580,950
1581,409
1582,621
1583,837
1584,659
1585,816
1586,571
1587,774
1588,922
1589,409
1590,443
1591,715
1592,573
1593,380
1594,978
1595,259
1596,41
1597,413
1598,587
1599,685
1600,972
1601,387
1602,201
1603,750
1604,366
1605,803
1606,120
1607,352
1608,781
1609,77
1610,553
1611,774
1612,554
1613,762
1614,808
1615,554
1616,984
1617,57
1618,901
1619,35
1620,959
1621,949
1622,881
1623,897
1624,659
1625,601
1626,448
1627,719
1628,536
1629,842
1630,690
1631,756
1632,275
1633,443
1634,756
1635,983
1636,904
1637,803
1638,767
1639,883
1640,79
1641,698
1642,828
1643,816
1644,35
1645,192
1646,923
1647,678
1648,671
1649,632
1650,93
1651,457
1652,401
1653,755
1654,792
1655,409
1656,858
1657,594
1658,783
1659,232
1660,858
1661,725
1662,392
1663,413
1664,905
1665,656
1666,755
1667,734
1668,616
1669,342
1670,228
1671,353
1672,120
1673,88
1674,923
1675,468
1676,763
1677,832
1678,305
1679,867
1680,556
1681,848
1682,935
1683,509
1684,46
1685,107
1686,502
1687,578
1688,830
1689,618
1690,123
1691,769
1692,787
1693,234
1694,803
1695,834
1696,792
1697,867
1698,978
1699,662
1700,501
1701,742
1702,659
1703,938
1704,730
1705,642
1706,490
1707,228
1708,890
1709,139
1710,136
1711,957
1712,463
1713,676
1714,425
1715,949
1716,636
1717,46
1718,885
1719,836
1720,1000
1721,2
1722,346
1723,944
1724,608
1725,540
1726,941
1727,353
1728,862
1729,750
1730,100
1731,715
1732,212
1733,855
1734,175
1735,755
1736,241
1737,124
1738,220
1739,844
1740,573
1741,549
1742,232
1743,728
1744,774
1745,522
1746,110
1747,753
1748,383
1749,824
1750,356
1751,656
1752,822
1753,584
1754,950
1755,957
1756,34
1757,468
1758,325
1759,190
1760,642
1761,642
1762,690
1763,232
1764,519
1765,682
1766,656
1767,190
1768,221
1769,731
1770,903
1771,919
1772,733
1773,690
1774,692
1775,549
1776,409
1777,681
1778,901
1779,696
1780,677
1781,610
1782,605
1783,225
1784,194
1785,659
1786,916
1787,562
1788,593
1789,592
1790,647
1791,850
1792,578
1793,329
1794,515
1795,820
1796,755
1797,928
1798,937
1799,678
1800,992
1801,610
1802,302
1803,193
1804,949
1805,922
1806,239
1807,765
1808,335
1809,357
1810,743
1811,693
1812,259
1813,604
1814,557
1815,632
1816,953
1817,659
1818,47
1819,755
1820,756
1821,733
1822,582
1823,967
1824,311
1825,552
1826,840
1827,510
1828,562
1829,959
1830,874
1831,539
1832,29
1833,573
1834,718
1835,859
1836,991
1837,774
1838,546
1839,287
1840,656
1841,948
1842,904
1843,755
1844,578
1845,480
1846,827
1847,972
1848,558
1849,705
1850,610
1851,707
1852,501
1853,756
1854,343
1855,344
1856,443
1857,339
1858,509
1859,604
1860,628
1861,195
1862,457
1863,903
1864,756
1865,405
1866,874
1867,632
1868,978
1869,118
1870,361
1871,251
1872,97
1873,947
1874,651
1875,597
1876,549
1877,304
1878,706
1879,347
1880,800
1881,592
1882,830
1883,799
1884,219
1885,313
1886,232
1887,35
1888,981
1889,770
1890,175
1891,599
1892,789
1893,705
1894,670
1895,905
1896,42
1897,689
1898,573
1899,682
1900,909
1901,421
1902,890
1903,959
1904,343
1905,638
1906,858
1907,311
1908,634
1909,625
1910,729
1911,8
1912,509
1913,784
1914,774
1915,656
1916,417
1917,526
1918,341
1919,355
1920,656
1921,729
1922,79
1923,944
1924,632
1925,680
1926,754
1927,765
1928,975
1929,931
1930,963
1931,793
1932,311
1933,803
1934,935
1935,503
1936,79
1937,83
1938,436
1939,248
1940,903
1941,816
1942,978
1943,520
1944,522
1945,27
1946,876
1947,730
1948,405
1949,320
1950,725
1951,628
1952,949
1953,475
1954,551
1955,769
1956,106
1957,573
1958,633
1959,334
1960,409
1961,577
1962,656
1963,731
1964,686
1965,350
1966,851
1967,891
1968,642
1969,806
1970,532
1971,925
1972,174
1973,34
1974,917
1975,999
1976,756
1977,834
1978,81
1979,632
1980,781
1981,623
1982,682
1983,323
1984,885
1985,413
1986,642
1987,832
1988,636
1989,492
1990,573
1991,125
1992,832
1993,755
1994,509
1995,769
1996,78
1997,217
1998,613
1999,916
2000,909
2001,632
2002,248
2003,319
2004,642
2005,468
2006,770
2007,656
2008,990
2009,363
2010,46
2011,659
2012,529
2013,217
2014,978
2015,599
2016,840
2017,753
2018,347
2019,457
2020,46
2021,803
2022,657
2023,531
2024,46
2025,678
2026,269
2027,681
2028,546
2029,238
2030,582
2031,903
2032,306
2033,363
2034,554
2035,438
2036,797
2037,827
2038,642
2039,897
2040,832
2041,889
2042,652
2043,391
2044,290
2045,577
2046,405
2047,232
2048,730
2049,86
2050,153
2051,380
2052,97
2053,819
2054,949
2055,830
2056,548
2057,690
2058,602
2059,237
2060,843
2061,648
2062,473
2063,798
2064,83
2065,803
2066,639
2067,789
2068,232
2069,468
2070,546
2071,903
2072,366
2073,870
2074,566
2075,584
2076,455
2077,656
2078,733
2079,701
2080,874
2081,248
2082,997
2083,749
2084,890
2085,263
2086,405
2087,984
2088,411
2089,725
2090,232
2091,310
2092,397
2093,799
2094,83
2095,958
2096,966
2097,332
2098,728
2099,997
2100,931
2101,578
2102,42
2103,97
2104,803
2105,903
2106,874
2107,983
2108,79
2109,901
2110,581
2111,543
2112,803
2113,605
2114,756
2115,792
2116,897
2117,34
2118,638
2119,261
2120,930
2121,591
2122,605
2123,548
2124,120
2125,869
2126,949
2127,532
2128,555
2129,609
2130,806
2131,918
2132,716
2133,680
2134,903
2135,804
2136,879
2137,966
2138,987
2139,756
2140,769
2141,678
2142,766
2143,405
2144,79
2145,755
2146,376
2147,656
2148,978
2149,367
2150,745
2151,984
2152,371
2153,587
2154,578
2155,755
2156,115
2157,821
2158,627
2159,226
2160,566
2161,656
2162,599
2163,221
2164,490
2165,701
2166,341
2167,939
2168,937
2169,503
2170,810
2171,517
2172,824
2173,761
2174,712
2175,765
2176,879
2177,316
2178,475
2179,987
2180,678
2181,679
2182,765
2183,241
2184,225
2185,764
2186,454
2187,867
2188,584
2189,545
2190,755
2191,409
2192,606
2193,867
2194,549
2195,554
2196,34
2197,835
2198,949
2199,475
2200,964
2201,602
2202,319
2203,792
2204,387
2205,909
2206,355
2207,46
2208,367
2209,792
2210,792
2211,237
2212,578
2213,757
2214,519
2215,799
2216,544
2217,52
2218,561
2219,305
2220,733
2221,987
2222,755
2223,692
2224,370
2225,548
2226,903
2227,298
2228,756
2229,548
2230,792
2231,723
2232,803
2233,253
2234,870
2235,79
2236,656
2237,605
2238,866
2239,888
2240,330
2241,755
2242,921
2243,553
2244,381
2245,653
2246,609
2247,756
2248,695
2249,163
2250,713
2251,397
2252,337
2253,409
2254,403
2255,27
2256,30
2257,745
2258,339
2259,549
2260,397
2261,147
2262,996
2263,526
2264,870
2265,678
2266,380
2267,417
2268,905
2269,725
2270,546
2271,647
2272,940
2273,829
2274,605
2275,734
2276,832
2277,125
2278,351
2279,480
2280,485
2281,756
2282,816
2283,546
2284,34
2285,232
2286,525
2287,52
2288,248
2289,288
2290,931
2291,380
2292,413
2293,33
2294,484
2295,356
2296,681
2297,154
2298,849
2299,324
2300,513
2301,300
2302,823
2303,917
2304,335
2305,366
2306,549
2307,996
2308,464
2309,870
2310,647
2311,48
2312,636
2313,870
2314,984
2315,519
2316,632
2317,858
2318,937
2319,814
2320,336
2321,944
2322,898
2323,380
2324,867
2325,621
2326,523
2327,804
2328,455
2329,645
2330,405
2331,397
2332,591
2333,468
2334,694
2335,234
2336,654
2337,70
2338,820
2339,675
2340,992
2341,897
2342,656
2343,797
2344,783
2345,381
2346,796
2347,651
2348,951
2349,352
2350,562
2351,821
2352,556
2353,334
2354,690
2355,827
2356,409
2357,783
2358,651
2359,772
2360,604
2361,912
2362,983
2363,387
2364,573
2365,413
2366,543
2367,409
2368,871
2369,849
2370,987
2371,232
2372,566
2373,879
2374,702
2375,925
2376,988
2377,909
2378,478
2379,701
2380,535
2381,755
2382,925
2383,501
2384,52
2385,518
2386,597
2387,632
2388,912
2389,656
2390,352
2391,787
2392,984
2393,838
2394,509
2395,978
2396,780
2397,816
2398,330
2399,816
2400,799
2401,755
2402,788
2403,867
2404,116
2405,816
2406,273
2407,716
2408,543
2409,793
2410,755
2411,734
2412,349
2413,866
2414,34
2415,949
2416,632
2417,780
2418,261
2419,514
2420,729
2421,659
2422,261
2423,767
2424,605
2425,360
2426,42
2427,339
2428,629
2429,754
2430,450
2431,865
2432,983
2433,443
2434,317
2435,140
2436,124
2437,949
2438,996
2439,381
2440,55
2441,124
2442,519
2443,531
2444,678
2445,593
2446,733
2447,702
2448,769
2449,642
2450,769
2451,296
2452,391
2453,512
2454,301
2455,684
2456,603
2457,634
2458,490
2459,866
2460,904
2461,904
2462,978
2463,334
2464,554
2465,862
2466,490
2467,234
2468,443
2469,145
2470,545
2471,296
2472,789
2473,237
2474,659
2475,478
2476,532
2477,437
2478,879
2479,917
2480,659
2481,544
2482,997
2483,600
2484,858
2485,549
2486,879
2487,937
2488,729
2489,578
2490,994
2491,903
2492,892
2493,904
2494,909
2495,573
2496,309
2497,949
2498,409
2499,577
2500,523
2501,755
2502,10
2503,889
2504,534
2505,592
2506,974
2507,911
2508,917
2509,107
2510,632
2511,226
2512,496
2513,656
2514,559
2515,878
2516,381
2517,548
2518,958
2519,803
2520,549
2521,578
2522,232
2523,947
2524,355
2525,355
2526,890
2527,300
2528,602
2529,300
2530,46
2531,315
2532,816
2533,573
2534,443
2535,6
2536,571
2537,766
2538,998
2539,833
2540,725
2541,833
2542,566
2543,899
2544,380
2545,474
2546,770
2547,800
2548,769
2549,788
2550,558
2551,722
2552,769
2553,234
2554,900
2555,781
2556,207
2557,683
2558,175
2559,705
2560,206
2561,725
2562,145
2563,642
2564,992
2565,784
2566,897
2567,670
2568,767
2569,34
2570,65
2571,443
2572,551
2573,192
2574,546
2575,678
2576,522
2577,918
2578,984
2579,903
2580,870
2581,586
2582,504
2583,716
2584,162
2585,515
2586,469
2587,345
2588,452
2589,651
2590,362
2591,400
2592,803
2593,350
2594,309
2595,91
2596,152
2597,814
2598,269
2599,953
2600,334
2601,163
2602,725
2603,656
2604,694
2605,578
2606,546
2607,718
2608,544
2609,794
2610,126
2611,413
2612,816
2613,774
2614,155
2615,367
2616,940
2617,97
2618,633
2619,501
2620,302
2621,241
2622,409
2623,756
2624,425
2625,525
2626,755
2627,924
2628,829
2629,172
2630,632
2631,475
2632,842
2633,874
2634,380
2635,762
2636,548
2637,503
2638,842
2639,468
2640,83
2641,931
2642,832
2643,642
2644,730
2645,55
2646,912
2647,303
2648,798
2649,426
2650,870
2651,734
2652,486
2653,577
2654,62
2655,234
2656,248
2657,381
2658,883
2659,604
2660,46
2661,443
2662,521
2663,816
2664,232
2665,964
2666,232
2667,690
2668,949
2669,767
2670,522
2671,756
2672,656
2673,553
2674,997
2675,270
2676,206
2677,308
2678,879
2679,777
2680,656
2681,437
2682,949
2683,513
2684,781
2685,776
2686,659
2687,270
2688,984
2689,832
2690,330
2691,512
2692,52
2693,632
2694,327
2695,107
2696,999
2697,729
2698,562
2699,839
2700,733
2701,656
2702,791
2703,774
2704,716
2705,228
2706,327
2707,784
2708,756
2709,814
2710,803
2711,501
2712,949
2713,581
2714,725
2715,917
2716,346
2717,248
2718,662
2719,34
2720,228
2721,756
2722,874
2723,573
2724,659
2725,269
2726,409
2727,659
2728,521
2729,967
2730,944
2731,732
2732,938
2733,71
2734,6
2735,584
2736,578
2737,125
2738,549
2739,902
2740,495
2741,803
2742,288
2743,999
2744,755
2745,580
2746,693
2747,437
2748,696
2749,2
2750,538
2751,525
2752,949
2753,97
2754,879
2755,909
2756,592
2757,443
2758,702
2759,867
2760,755
2761,656
2762,468
2763,894
2764,765
2765,821
2766,554
2767,138
2768,1000
2769,978
2770,647
2771,546
2772,378
2773,322
2774,34
2775,937
2776,644
2777,755
2778,367
2779,656
2780,678
2781,126
2782,619
2783,455
2784,769
2785,637
2786,549
2787,232
2788,725
2789,232
2790,632
2791,318
2792,799
2793,244
2794,365
2795,766
2796,867
2797,685
2798,656
2799,858
2800,904
2801,489
2802,126
2803,554
2804,307
2805,668
2806,828
2807,494
2808,903
2809,903
2810,684
2811,443
2812,179
2813,731
2814,203
2815,617
2816,489
2817,816
2818,917
2819,897
2820,330
2821,548
2822,870
2823,712
2824,814
2825,712
2826,488
2827,380
2828,834
2829,554
2830,984
2831,978
2832,381
2833,605
2834,642
2835,473
2836,628
2837,62
2838,659
2839,80
2840,409
2841,814
2842,983
2843,991
2844,656
2845,158
2846,971
2847,325
2848,76
2849,756
2850,780
2851,29
2852,331
2853,82
2854,600
2855,535
2856,634
2857,901
2858,521
2859,917
2860,696
2861,577
2862,909
2863,34
2864,839
2865,535
2866,917
2867,835
2868,756
2869,140
2870,750
2871,925
2872,232
2873,638
2874,475
2875,87
2876,803
2877,593
2878,678
2879,381
2880,813
2881,421
2882,628
2883,774
2884,928
2885,232
2886,756
2887,706
2888,917
2889,953
2890,916
2891,904
2892,834
2893,756
2894,903
2895,300
2896,443
2897,500
2898,410
2899,584
2900,949
2901,82
2902,716
2903,632
2904,67
2905,689
2906,770
2907,494
2908,736
2909,792
2910,904
2911,578
2912,792
2913,409
2914,792
2915,23
2916,35
2917,858
2918,763
2919,917
2920,725
2921,581
2922,731
2923,943
2924,733
2925,385
2926,431
2927,701
2928,581
2929,791
2930,217
2931,766
2932,234
2933,320
2934,656
2935,443
2936,688
2937,858
2938,513
2939,518
2940,510
2941,566
2942,901
2943,642
2944,573
2945,949
2946,480
2947,409
2948,141
2949,554
2950,966
2951,248
2952,105
2953,832
2954,647
2955,729
2956,832
2957,233
2958,296
2959,146
2960,583
2961,870
2962,522
2963,503
2964,701
2965,501
2966,814
2967,527
2968,642
2969,997
2970,659
2971,207
2972,873
2973,758
2974,888
2975,943
2976,83
2977,967
2978,846
2979,546
2980,978
2981,535
2982,833
2983,804
2984,803
2985,832
2986,681
2987,816
2988,515
2989,978
2990,917
2991,387
2992,858
2993,443
2994,581
2995,554
2996,794
